1.48305,0.54357,1.22871,-1.32154,1.03444,0.539009,1.2573,1.28074,-0.483848,-0.525343,-0.00156304,-0.279817
1.78384,0.463626,0.311765,-0.565318,1.37958,-0.012819,0.886248,0.0420158,-0.115168,-0.432591,-0.159279,-0.124972
2.89925,0.65798,0.617964,-0.834558,1.41291,0.520334,0.0992988,-0.129863,0.30165,-0.31312,-0.124988,-0.0612267
-1.60701,2.54731,2.28223,-3.10999,3.33029,-0.6202,-0.443601,0.713603,0.085093,-0.330063,-0.0803736,-0.129913
1.04248,1.33497,1.89309,-0.796134,5.05885,-0.200941,0.359912,0.638118,0.123402,-0.081889,-0.158934,0.00842195
1.84874,2.12701,1.96514,-0.772749,2.77328,0.6894,0.17044,0.889623,0.207705,-0.425906,0.129471,-0.0208559
2.54485,1.93931,2.12036,-1.44356,2.80181,0.41162,0.346045,0.551994,0.0315135,0.0492938,0.00290802,-0.0103668
3.23213,1.81461,2.40583,-1.33398,2.83463,0.135864,-0.029276,0.347665,-0.117144,0.147015,0.208249,0.0815154
2.63338,2.98801,1.47167,0.337543,3.184,0.00825018,1.05569,0.384835,0.190722,0.281022,0.219695,0.0392862
3.3109,0.667883,-0.46261,0.883079,3.5654,-0.0646189,-0.132766,0.890416,1.63938,0.6636,0.352658,-0.0121401
3.27858,1.38844,1.39097,0.866421,2.10855,0.737077,-0.0903299,0.529112,0.502167,0.307651,0.226322,0.0627675
3.22844,2.06303,1.98795,0.599838,2.09699,0.986714,0.393285,0.559474,0.766149,0.272745,0.173145,0.0552327
3.02792,2.14754,1.43214,1.09164,1.70561,1.16014,0.342607,0.398089,0.539236,0.141942,0.121485,0.0578984
3.14758,1.72005,0.291828,0.299252,2.7403,-0.533565,0.860138,1.33305,0.430327,0.227043,0.427613,0.114903
3.90149,1.67551,2.12114,-0.0246852,2.54856,0.466103,0.895925,0.3875,0.476514,-0.134218,0.166799,0.123581
4.06083,1.98718,2.40931,0.811145,2.18304,0.551346,0.259184,0.079395,0.56629,0.00130135,0.191574,0.0926001
3.56198,2.06266,1.88298,0.962586,1.95461,1.61019,1.26578,0.53005,0.530093,0.17503,0.557256,0.120367
3.29506,2.16447,2.18716,0.533222,1.78074,1.61252,1.17776,0.774284,0.376084,0.0345497,0.257356,0.0714592
3.75431,1.90978,1.7174,0.636774,1.57003,1.06233,1.0055,0.0105933,0.765839,0.305752,0.284611,0.0949973
3.22604,2.19974,1.82116,1.28813,2.15711,1.17796,0.632267,0.568097,0.431044,0.0348065,0.280816,0.0451753
3.28256,1.95889,1.71185,0.893958,1.71321,1.38658,0.723122,0.850739,0.538746,0.0983165,0.312536,0.0480058
3.41355,1.9331,1.76097,0.960384,1.63426,1.39962,0.738851,0.631989,0.0612163,0.322272,0.149151,0.0307136
3.5439,1.80238,2.10096,0.614499,2.60467,2.02351,0.735558,0.326727,0.583611,0.0785376,0.0604329,0.0490558
3.92532,1.81311,2.37235,0.218111,2.64394,1.46647,1.55128,0.109381,0.850606,0.0932752,0.0228974,0.0936848
3.65048,1.92775,2.29123,0.507299,2.39453,1.9702,1.42667,0.275086,0.364078,0.04517,0.272116,0.107303
3.26075,1.89532,1.81972,1.0708,2.68928,1.2163,0.761669,0.741179,0.749462,0.304466,0.310725,0.0701619
2.19282,2.09611,2.0375,0.733406,2.38811,0.916623,1.05857,0.8122,0.453501,0.379404,0.209592,0.0506274
2.36426,4.04768,2.63257,-0.62687,2.34559,1.02759,1.14322,1.28663,1.43213,0.282263,0.482916,0.0291789
1.18057,4.03401,2.36993,-0.734623,2.9847,0.964402,0.717657,1.42417,1.33505,0.412373,0.453985,0.0051321
0.602065,3.88718,2.63014,-1.4801,2.31542,1.01884,1.40712,0.669736,1.57317,0.673104,0.457127,0.0483556
-0.233998,3.39747,3.26745,-1.70363,3.61303,-0.675899,1.45335,1.71189,1.3268,0.636279,0.267939,0.0698774
-0.733239,3.38624,1.28195,-0.260265,2.84636,1.79071,2.26118,0.792269,1.50002,0.145095,0.240131,0.0366806
-0.597644,3.07897,1.94124,-1.31359,3.97715,1.60157,1.48536,1.42741,1.38244,0.287912,0.297599,0.0189572
-0.163948,2.69539,1.59953,-0.511284,3.2377,3.1742,1.23909,2.11412,0.462956,0.00485707,0.360504,-0.013263
2.06385,2.10454,0.187551,-0.331673,2.64855,2.68841,2.91679,1.18797,0.967965,0.321,-0.0914366,0.0159166
2.94213,1.73991,-0.0102377,0.613906,2.89266,2.4171,2.52015,1.15402,0.846887,-0.186658,0.0253228,0.0209597
3.03716,1.58484,0.498711,1.95435,2.79419,2.27314,1.50469,1.12934,1.18631,-0.277659,-0.0839764,0.00598776
2.91577,2.03602,1.05392,1.95533,3.27474,2.08825,1.67033,1.3131,1.33572,-0.453087,-0.0836349,0.0272508
3.10751,2.00826,0.634012,1.55922,3.4319,2.14893,2.23116,1.53421,1.23755,-0.672346,-0.186656,0.0271462
